item_id,item_name,category,quantity_in_stock,package_size,reference_price,price_basis,source_or_asin,product_url,pricing_evidence_url,price_checked,confidence,inventory_status,notes,dilution_ratio,estimated_use_per_car,estimated_cars_per_container,usage_guidance_url
INV-016,Adam's Total Interior Cleaner,Existing inventory,1,Recorded quantity,0,Recorded spreadsheet price,Mema,https://adamspolishes.com/products/adams-total-interior-cleaner,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,,,,,
INV-017,ProElite Leather Cleaner and Conditioner,Existing inventory,1,Recorded quantity,5.69,Recorded spreadsheet price,AutoZone,https://www.autozone.com/p/1334686,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,Do Not Buy Again,Cheap version; upgrade.,,,,
INV-018,Wet / Dry Vacuum,Existing inventory,1,Recorded quantity,119,Recorded spreadsheet price,Home Depot,https://www.homedepot.com/p/308058433,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,Comes with car-cleaning tools.,,,,
INV-019,Meguiar's Exterior Cleaner,Existing inventory,1,Recorded quantity,9.96,Recorded spreadsheet price,Amazon,https://www.amazon.com/dp/B0009IQXFO,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,,,,,
INV-020,Car Wash Mitt,Existing inventory,2,Recorded quantity,8.99,Recorded spreadsheet price,Amazon,https://www.amazon.com/dp/B0886944MR,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,,,,,
INV-021,7-Piece Brush Kit,Existing inventory,1,Recorded quantity,18.99,Recorded spreadsheet price,Amazon,https://www.amazon.com/dp/B0DHRJX1VS,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,,,,,
INV-022,Adam's Wheel & Tire Cleaner,Existing inventory,1,Recorded quantity,11.99,Recorded spreadsheet price,Amazon,https://www.amazon.com/dp/B07X5N24PM,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,Do Not Buy Again,,,,,
INV-023,Griot's Garage Carpet Cleaner,Existing inventory,1,Recorded quantity,15.36,Recorded spreadsheet price,Amazon,https://www.amazon.com/dp/B09S81R331,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,Do Not Buy Again,,,,,
INV-024,Griot's Garage Tire and Trim Coating,Existing inventory,1,Recorded quantity,14.99,Recorded spreadsheet price,Amazon,https://www.amazon.com/dp/B095KWS4H9,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,,,,,
INV-025,Drying Towels,Existing inventory,2,Recorded quantity,18.99,Recorded spreadsheet price,Amazon,https://www.amazon.com/dp/B0DQV3CXVD,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,,,,,
INV-026,Pressure Washer,Existing inventory,1,Recorded quantity,0,Recorded spreadsheet price,Dad,,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,Considering,,,,,
INV-027,Drill,Existing inventory,1,Recorded quantity,0,Recorded spreadsheet price,Borrowing from Dad,,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,,,,,
INV-028,Drill Brush for Carpet,Existing inventory,1,Recorded quantity,25.97,Recorded spreadsheet price,Home Depot,https://www.homedepot.com/p/324055238,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,,,,,
INV-029,Hose,Existing inventory,1,Recorded quantity,0,Recorded spreadsheet price,Mom,,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,,,,,
INV-030,Hose Attachment,Existing inventory,1,Recorded quantity,4,Recorded spreadsheet price,Walmart,,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,,,,,
INV-031,Foam Cannon,Existing inventory,1,Recorded quantity,42.39,Recorded spreadsheet price,Amazon,SwiftJet Car Wash Foam Gun + Microfiber Wash Mitt,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,,,,,
INV-032,4-Piece Brush Kit,Existing inventory,1,Recorded quantity,7.45,Recorded spreadsheet price,Amazon,4PCS Car Detailing Brush Kit,https://docs.google.com/spreadsheets/d/1FcrMBMEDy2bWQb9fOa3mfS-ihnd5u4_Z97BCvas-nKs/edit?gid=0#gid=0,,High,In Stock,,,,,
ADD-001,Koch-Chemie Hydro Foam Sealant S0.03,Paint protectant,1,1 liter,43.99,Amazon one-time price,B0D15ZW8MG,https://www.amazon.com/dp/B0D15ZW8MG,https://www.amazon.com/dp/B0D15ZW8MG,,High,In Stock,Reference price is not the actual order total.,1:50 to 1:150,32 oz mixed solution,54 to 160,https://www.koch-chemie.com/pdf/datasheet/Hydro_Foam_Sealant_S003_en.pdf
ADD-002,P&S Terminator Enzyme Spot & Stain Remover,Interior chemical,1,1 gallon,31.99,Amazon one-time price,B0779LHVMD,https://www.amazon.com/dp/B0779LHVMD,https://www.amazon.com/dp/B0779LHVMD,,High,Running Low,Reference price is not the actual order total.,Ready to use,4 oz,32,https://psdetailproducts.com/collections/interior-cleaners/products/terminator-spot-and-stain-remover-doubleblack-collection
ADD-003,P&S Brake Buster Wheel & Tire Cleaner,Exterior chemical,1,1 gallon,36.99,Amazon one-time price,B07RTZBGWX,https://www.amazon.com/dp/B07RTZBGWX,https://www.amazon.com/dp/B07RTZBGWX,,High,In Stock,Reference price is not the actual order total.,Ready to use,6 oz,21,https://psdetailproducts.com/collections/wheel-and-tire-cleaners/products/brake-buster-doubleblack-collection
ADD-004,P&S Carpet Bomber Upholstery Cleaner,Interior chemical,1,1 gallon,31.99,Amazon one-time price,B0779L7MVR,https://www.amazon.com/dp/B0779L7MVR,https://www.amazon.com/dp/B0779L7MVR,,High,In Stock,Reference price is not the actual order total.,1:5 to 1:8,12 oz mixed solution,64 to 96,https://gldetailsupply.com/products/carpet-bomber-carpet-and-upholstery-cleaner
ADD-005,P&S Pearl Auto Shampoo,Exterior chemical,1,1 gallon,31.99,Amazon one-time price,B0779M7PHW,https://www.amazon.com/dp/B0779M7PHW,https://www.amazon.com/dp/B0779M7PHW,,High,Running Low,Reference price is not the actual order total.,1 oz per gallon,5 oz concentrate,25,https://gldetailsupply.com/products/pearl-auto-shampoo
ADD-006,P&S Xpress Interior Cleaner,Interior chemical,1,1 gallon,31.99,Amazon one-time price,B07WRS7HT6,https://www.amazon.com/dp/B07WRS7HT6,https://www.amazon.com/dp/B07WRS7HT6,,High,In Stock,Reference price is not the actual order total.,1:8,8 oz mixed solution,144,https://psdetailproducts.com/products/xpress-interior-cleaner-doubleblack-collection
ADD-007,Inspire Black Nitrile Disposable Gloves,PPE / consumable,1,Variant not verified,8.99,Amazon current offer,B0CKWK2KJD,https://www.amazon.com/dp/B0CKWK2KJD,https://www.amazon.com/dp/B0CKWK2KJD,,High,Running Low,ASIN-only link identified as Inspire black nitrile gloves; package variant should be confirmed.,,,,
ADD-008,Car Cleaning Gun / Interior Dryer Air Blow Gun,Equipment,1,1 gun,32.1,Current Amazon-fulfilled marketplace offer,B0CXXKX1WW,https://www.amazon.com/dp/B0CXXKX1WW,https://www.shopabunda.com/products/car-cleaning-gun-detailing-interior-dryer-air-blow-gun-high-pressure-blower-gun-car-detailing-kit-interior-cleaner-car-detailing-tools-for-car-quickly-blasts-dirt-and-dust-works-with-air,,Medium,In Stock,Exact ASIN matched; $32.10 reference was shown by an Amazon-fulfilled marketplace seller on 2026-09-02. This is not a verified historical order price.,,,,
ADD-009,Fitosy Wheel Rim Brush,Brush / tool,1,1 brush,8.99,Tracked marketplace offer,B07GR7L47V,https://www.amazon.com/dp/B07GR7L47V,https://www.blazenauto.com/cgi-bin/shop.cgi?i=B07GR7L47V,,Medium,In Stock,Exact ASIN matched; source listed $8.99 as of 2026-07-15. This is not a verified historical order price.,,,,
ADD-010,Uineko Plastic Spray Bottles,Container,1,"4-pack, 24 oz each",13.97,Tracked Amazon offer,B07HJ7YTDH,https://www.amazon.com/dp/B07HJ7YTDH,https://bigbangprice.com/product/B07HJ7YTDH/,,Medium,In Stock,Visible in order screenshot; quantity records one four-pack.,,,,
ADD-011,The Rag Company The 1500 Heavy-Duty Drying Towel,Towel,1,30 x 30 in,38.95,Amazon one-time price,B09SNLBVMM,https://www.amazon.com/dp/B09SNLBVMM,https://www.amazon.com/dp/B09SNLBVMM,,High,In Stock,Exact listing confirmed from your link; reference price is not the historical order total.,,,,
ADD-012,Qyoswab Safety Oral Care Swabs,Detailing consumable,1,50 pieces,15.11,Approximate USD marketplace reference,B0F7XM8NM5,https://www.amazon.com/dp/B0F7XM8NM5,https://www.ubuy.qa/en/category/Industrial-andamp-Scientific/Professional-Medical-Supplies/Examination-Supplies-andamp-Consumables-8297374011,,Low,In Stock,Exact Amazon price was unavailable. Reference approximates the QAR 55 marketplace listing at the Qatari riyal's fixed rate of QAR 3.64 per USD; not a historical order price.,,,,
ADD-013,SPTA Car Interior Scrubbing Sponge / Scrub Ninja,Interior tool,1,8-pack,13.98,Amazon-fulfilled marketplace offer,B0CMCJ67JN,https://www.amazon.com/dp/B0CMCJ67JN,https://www.amazon.com/dp/B0CMCJ67JN,,Medium,In Stock,Exact listing confirmed from your link; quantity records one eight-pack.,,,,
ADD-014,16-Inch Three-Layer Plastic Storage / Tool Box,Storage,1,16-inch box,30.39,Recorded price; external match not verified,B0G8JGFZ6B,https://www.amazon.com/dp/B0G8JGFZ6B,https://www.amazon.com/dp/B0G8JGFZ6B,,Low,In Stock,"The $30.39 value was already recorded in this sheet. The exact Amazon listing was confirmed, but an independent current-price match was unavailable; treat this as recorded, not verified.",,,,
